sal_code_2021,suburb,population_2021
SAL70251,Tennant Creek,3080
SAL32771,Tennyson (Qld),1109
SAL41436,Tennyson (SA),1137
SAL13805,Tennyson Point,1247
SAL13807,Tenterfield,4067
SAL13808,Teralba,2654
SAL22488,Terang,2254
SAL13817,Terranora,3365
SAL13819,Terrey Hills,3142
SAL13820,Terrigal,12730
SAL32774,Tewantin,11164
SAL32776,Thabeban,2971
SAL32777,Thagoona,1077
SAL22496,The Basin (Vic.),4497
SAL13834,The Entrance,4244
SAL13835,The Entrance North,1619
SAL32790,The Gap (Brisbane - Qld),17318
SAL70253,The Gap (NT),1945
SAL13842,The Hill,2076
SAL13847,The Oaks,2982
SAL32801,The Palms,1083
SAL22501,The Patch,1046
SAL13851,The Ponds,16315
SAL32804,The Range (Qld),5231
SAL13854,The Rock,1347
SAL51446,The Vines,5848
SAL41443,Thebarton,1442
SAL80124,Theodore (ACT),3798
SAL13863,Thirlmere,4986
SAL13864,Thirroul,6348
SAL22504,Thomastown,20234
SAL22506,Thomson (Greater Geelong - Vic.),1606
SAL22508,Thornbury,19005
SAL32814,Thorneside,3877
SAL22509,Thornhill Park,3066
SAL32815,Thornlands,19263
SAL13866,Thornleigh,8898
SAL51448,Thornlie,23665
SAL13867,Thornton (NSW),10690
SAL80125,Throsby,2405
SAL13869,Thrumster,2382
SAL13873,Thurgoona,11028
SAL32822,Thuringowa Central,1953
SAL32823,Thursday Island,2805
SAL13880,Tighes Hill,1801
SAL22516,Timboon,1250
SAL32826,Tin Can Bay,2293
SAL32827,Tinana,5872
SAL32830,Tinbeerwah,1160
SAL32831,Tingalpa,8461
SAL13892,Tingira Heights,2043
SAL13893,Tinonee,1202
SAL32837,Tivoli,1460
SAL70262,Tiwi,2511
SAL13903,Tocumwal,2862
SAL32840,Tolga,3177
SAL13905,Tolland,3459
SAL51456,Tom Price,2910
SAL13908,Tomakin,1233
SAL13912,Tomerong,1194
SAL22528,Tongala,1973
SAL51458,Toodyay,1362
SAL32844,Toogoolawah,1200
SAL32845,Toogoom,2596
SAL13925,Toongabbie (NSW),16177
SAL22543,Toongabbie (Vic.),1085
SAL22546,Tooradin,1722
SAL22547,Toorak,12817
SAL41461,Toorak Gardens,2604
SAL13930,Toormina,6171
SAL22550,Tootgarook,3178
SAL32854,Toowong,12556
SAL32855,Toowoomba City,2321
SAL13936,Toronto,5973
SAL32859,Torquay (Qld),6533
SAL22551,Torquay (Vic.),18534
SAL80126,Torrens,2424
SAL41464,Torrens Park,2687
SAL41466,Torrensville,4110
SAL32862,Torrington (Qld),1070
SAL13943,Toukley,4557
SAL32867,Townsville City,2945
SAL32868,Townview,2067
SAL13947,Towradgi,3241
SAL22565,Trafalgar (Vic.),4349
SAL13950,Trangie,1073
SAL41471,Tranmere (SA),4136
SAL60686,Tranmere (Tas.),2218
SAL22569,Traralgon,26907
SAL22570,Traralgon East,1780
SAL22572,Travancore,2116
SAL51467,Treeby,4214
SAL13952,Tregear,3700
SAL22577,Trentham,1382
SAL60689,Trevallyn,4826
SAL51470,Trigg,2855
SAL32872,Trinity Beach,6594
SAL41472,Trinity Gardens,1264
SAL32873,Trinity Park,3536
SAL41473,Trott Park,3124
SAL22582,Truganina,36305
SAL51472,Tuart Hill,7541
SAL13969,Tuggerawong,1285
SAL32881,Tugun,7175
SAL22586,Tullamarine,6733
SAL13976,Tullimbar,1840
SAL32882,Tully,2368
SAL13979,Tumbarumba,1915
SAL13980,Tumbi Umbi,5369
SAL41476,Tumby Bay,1781
SAL13984,Tumut,6613
SAL13987,Tuncurry,6376
SAL13991,Tura Beach,3405
SAL80127,Turner,4470
SAL60699,Turners Beach,1966
SAL13997,Tuross Head,2353
SAL13998,Turramurra,12850
SAL14000,Turrella,2673
SAL14001,Turvey Park,3572
SAL41479,Tusmore,1503
SAL14002,Tweed Heads,9176
SAL14003,Tweed Heads South,7941
SAL14004,Tweed Heads West,6176
SAL32890,Twin Waters,2966
SAL51475,Two Rocks,3822
SAL41480,Two Wells,3233
SAL22594,Tyabb,3449
SAL14021,Ulladulla,7262
SAL14024,Ultimo,7410
SAL60702,Ulverstone,6653
SAL14025,Umina Beach,17372
SAL14026,Unanderra,5476
SAL41488,Underdale,2429
SAL32897,Underwood (Qld),6809
SAL41490,Unley,3997
SAL41491,Unley Park,1383
SAL60705,Upper Burnie,1891
SAL32901,Upper Caboolture,5087
SAL32902,Upper Coomera,27180
SAL22614,Upper Ferntree Gully,3417
SAL32912,Upper Kedron,5800
SAL32914,Upper Mount Gravatt,10800
SAL41494,Upper Sturt,1005
SAL22620,Upwey,6818
SAL14069,Uralla (NSW),2728
SAL32922,Urangan,10988
SAL32923,Urraween,7951
SAL41497,Urrbrae,1070
SAL14079,Urunga,3185
SAL51485,Usher,2137
SAL51486,Utakarra,1467
SAL41499,Vale Park,2452
SAL14083,Valentine,5773
SAL14085,Valla,1052
SAL14086,Valla Beach,1455
SAL14087,Valley Heights,1188
SAL41500,Valley View,6405
SAL32931,Varsity Lakes,16493
SAL51489,Vasse,2853
SAL14089,Vaucluse,9510
SAL22627,Vermont,10993
SAL22628,Vermont South,11954
SAL41505,Victor Harbor,4520
SAL51490,Victoria Park,9334
SAL32943,Victoria Point (Qld),15140
SAL22633,Viewbank,7030
SAL14092,Villawood,7051
SAL32947,Vincent,2213
SAL14093,Vincentia,3870
SAL14094,Vineyard,1143
SAL70274,Virginia (NT),1811
SAL32949,Virginia (Qld),2395
SAL41507,Virginia (SA),2759
SAL41508,Vista,1035
SAL51494,Viveash,1280
SAL14097,Voyager Point,1678
SAL32950,Wacol,4253
SAL14098,Wadalba,4204
SAL70275,Wadeye,1924
SAL70277,Wagaman,2023
SAL14101,Wagga Wagga,7198
SAL51500,Waggrakine,2679
SAL51501,Wagin,1448
SAL22644,Wahgunyah,1061
SAL14103,Wahroonga,17853
SAL41511,Waikerie,2681
SAL51502,Waikiki,12453
SAL14104,Waitara,7837
SAL14107,Wakeley,4893
SAL32955,Wakerley,8718
SAL14111,Walcha,2475
SAL14114,Walgett,1824
SAL32959,Walkerston,3615
SAL32960,Walkervale,2981
SAL41514,Walkerville (SA),2867
SAL41515,Walkley Heights,3513
SAL14119,Wallacia,1711
SAL14122,Wallalong,1049
SAL22661,Wallan,15004
SAL41518,Wallaroo (SA),3699
SAL14132,Wallerawang,2019
SAL22663,Wallington,1515
SAL51508,Walliston,1016
SAL32968,Walloon,2305
SAL14136,Wallsend,13244
SAL14140,Wamberal,6991
SAL14141,Wamboin,1805
SAL32977,Wamuran,3374
SAL32979,Wandal,3949
SAL22669,Wandana Heights,2195
SAL51519,Wandi,4324
SAL22673,Wandin North,3132
SAL51521,Wandina,4375
SAL22676,Wandong,1477
SAL22680,Wangaratta (Vic.),19214
SAL14153,Wangi Wangi,2920
SAL70280,Wanguri,1836
SAL51525,Wannanup,4142
SAL51526,Wanneroo,12113
SAL80129,Wanniassa,7885
SAL22685,Wantirna,14237
SAL22686,Wantirna South,20754
SAL14158,Warabrook,1982
SAL80130,Waramanga,2785
SAL32986,Warana,3831
SAL14159,Waratah (NSW),4927
SAL14160,Waratah West,3142
SAL22689,Warburton (Vic.),2020
SAL14166,Wareemba,1519
SAL14167,Warialda,1480
SAL14169,Warilla,6226
SAL51534,Warnbro,10828
SAL32991,Warner,12264
SAL14171,Warners Bay,8237
SAL51536,Waroona,2868
SAL22697,Warracknabeal,2359
SAL41539,Warradale,5801
SAL14176,Warragamba,1202
SAL22698,Warragul,19856
SAL22702,Warrandyte,5541
SAL60718,Warrane,2695
SAL22704,Warranwood,4820
SAL14183,Warrawee,3170
SAL14185,Warrawong,4659
SAL14189,Warren,1272
SAL14191,Warriewood,8379
SAL14192,Warrimoo,2452
SAL22710,Warrnambool,31308
SAL33000,Warwick (Qld),12294
SAL51541,Warwick (WA),3858
SAL14195,Warwick Farm,6135
SAL14199,Watanobbi,3980
SAL33004,Waterford (Qld),5796
SAL51544,Waterford (WA),2460
SAL33005,Waterford West,6942
SAL14201,Waterloo (NSW),16379
SAL41547,Waterloo Corner,1103
SAL51546,Watermans Bay,1369
SAL14204,Waterview Heights,1364
SAL22720,Waterways,2422
SAL80131,Watson,6727
SAL22721,Watsonia,5352
SAL22722,Watsonia North,3799
SAL22727,Wattle Glen,1911
SAL14210,Wattle Grove (NSW),8886
SAL51549,Wattle Grove (WA),6547
SAL41551,Wattle Park,1885
SAL14211,Wattle Ponds,1193
SAL14214,Wauchope,6589
SAL22730,Waurn Ponds,4956
SAL33015,Wavell Heights,10336
SAL14217,Waverley (NSW),4216
SAL60724,Waverley (Tas.),1583
SAL14219,Waverton,2981
SAL41555,Wayville,1922
SAL14228,Wee Waa,2034
SAL80132,Weetangera,2795
SAL22740,Weir Views,4348
SAL51558,Wellard,14127
SAL33026,Wellesley Islands,1022
SAL14238,Wellington (NSW),4096
SAL33027,Wellington Point,12661
SAL51564,Wembley,12061
SAL51565,Wembley Downs,6743
SAL22745,Wendouree,10376
SAL14242,Wentworth (NSW),1577
SAL14243,Wentworth Falls,6428
SAL14244,Wentworth Point,12703
SAL14245,Wentworthville,15098
SAL22750,Werribee,50027
SAL22751,Werribee South,2392
SAL14252,Werrington,5328
SAL14253,Werrington County,3698
SAL14254,Werrington Downs,3221
SAL14255,Werris Creek,1478
SAL22753,Wesburn,1052
SAL14256,West Albury,3872
SAL14257,West Ballina,3230
SAL14258,West Bathurst,3634
SAL41564,West Beach (SA),5175
SAL51567,West Beach (WA),1483
SAL51569,West Busselton,8869
SAL41566,West Croydon,4242
SAL33033,West End (Brisbane - Qld),14730
SAL33034,West End (Townsville - Qld),3891
SAL22756,West Footscray,11729
SAL33035,West Gladstone,4844
SAL14261,West Gosford,1602
SAL14262,West Haven,1139
SAL41567,West Hindmarsh,1560
SAL60732,West Hobart,6525
SAL14263,West Hoxton,10152
SAL14264,West Kempsey,5073
SAL41568,West Lakes,6768
SAL41569,West Lakes Shore,3236
SAL51577,West Lamington,1373
SAL60734,West Launceston,4316
SAL51578,West Leederville,4340
SAL33038,West Mackay,6536
SAL22757,West Melbourne,8025
SAL60736,West Moonah,4522
SAL14265,West Nowra,1504
SAL14266,West Pennant Hills,16620
SAL51580,West Perth,6102
SAL14267,West Pymble,5441
SAL41571,West Richmond,1087
SAL33041,West Rockhampton,1848
SAL14268,West Ryde,13171
SAL14269,West Tamworth,5471
SAL60742,West Ulverstone,4515
SAL14270,West Wallsend,2981
SAL22758,West Wodonga,14794
SAL14272,West Wollongong,5223
SAL33044,West Woombye,1083
SAL14273,West Wyalong,3037
SAL41573,Westbourne Park,2564
SAL33045,Westbrook (Qld),4408
SAL60743,Westbury (Tas.),2272
SAL33046,Westcourt,3841
SAL14276,Westdale (Tamworth Regional - NSW),2963
SAL33049,Westlake,4547
SAL14277,Westleigh,4501
SAL14278,Westmead,16555
SAL22761,Westmeadows,6502
SAL51588,Westminster,7042
SAL80133,Weston (ACT),4000
SAL14279,Weston (NSW),4088
SAL14281,Wetherill Park,6412
SAL14283,Whalan,5929
SAL14285,Wheeler Heights,3232
SAL22766,Wheelers Hill,20652
SAL51592,Whitby,1005
SAL51593,White Gum Valley,3358
SAL22769,White Hills (Vic.),3620
SAL33062,White Rock (Cairns - Qld),4918
SAL14293,Whitebridge,2900
SAL33065,Whitfield (Qld),4262
SAL33066,Whitsundays,2281
SAL22774,Whittington,3990
SAL22775,Whittlesea,6117
SAL41585,Whyalla,3609
SAL41587,Whyalla Jenkins,1961
SAL41588,Whyalla Norrie,6288
SAL41589,Whyalla Playford,2540
SAL41590,Whyalla Stuart,6476
SAL14302,Wickham (NSW),1637
SAL51601,Wickham (WA),2022
SAL14305,Wilberforce (NSW),2957
SAL14310,Wiley Park,10016
SAL51610,Willagee,5447
SAL41600,Willaston,3458
SAL51612,Willetton,19262
SAL22791,Williams Landing,9448
SAL41602,Williamstown (SA),2981
SAL22792,Williamstown (Vic.),14407
SAL22793,Williamstown North,1622
SAL14319,Willmot,2382
SAL14320,Willoughby (NSW),7124
SAL14321,Willoughby East,1864
SAL33078,Willow Vale (Qld),2279
SAL33079,Willowbank,1351
SAL41610,Willunga,2445
SAL51617,Wilson,6608
SAL33087,Wilsonton,5891
SAL33088,Wilsonton Heights,2747
SAL33089,Wilston,4110
SAL14329,Wilton (NSW),3767
SAL22802,Winchelsea,2456
SAL14333,Windale,3421
SAL14334,Windang,2610
SAL33091,Windaroo,2771
SAL14342,Windradyne,3309
SAL14343,Windsor (NSW),1915
SAL33096,Windsor (Qld),7811
SAL22805,Windsor (Vic.),7273
SAL14344,Windsor Downs,1183
SAL41616,Windsor Gardens,5827
SAL14350,Wingham,5395
SAL14352,Winmalee,6388
SAL33098,Winston,1084
SAL14353,Winston Hills,12123
SAL22814,Winter Valley,3440
SAL51623,Winthrop,6020
SAL33102,Wishart (Qld),11333
SAL33103,Withcott,2067
SAL51625,Withers,2979
SAL33105,Witta,1296
SAL22819,Wodonga,20259
SAL22820,Wollert,24407
SAL14371,Wolli Creek,10654
SAL14375,Wollongbar,3261
SAL14376,Wollongong,20446
SAL14377,Wollstonecraft,8115
SAL33118,Wondai,1975
SAL33121,Wondunna,3315
SAL33122,Wonga Beach,1042
SAL22825,Wonga Park,3843
SAL33124,Wongaling Beach,1323
SAL33125,Wongawallan,1415
SAL14392,Wongawilli,1213
SAL22829,Wonthaggi,5215
SAL51635,Wonthella,1711
SAL14395,Woodberry,3024
SAL14396,Woodbine (NSW),2780
SAL51637,Woodbridge (WA),1207
SAL14399,Woodcroft (NSW),6597
SAL41637,Woodcroft (SA),11326
SAL33130,Woodend (Qld),1483
SAL22833,Woodend (Vic.),6732
SAL14401,Woodford (NSW),1953
SAL33132,Woodford (Qld),4022
SAL41638,Woodforde,1024
SAL33133,Woodgate,1521
SAL33134,Woodhill (Qld),1231
SAL51638,Woodlands (WA),4551
SAL14408,Woodpark,1706
SAL33138,Woodridge (Qld),12982
SAL14409,Woodrising,1176
SAL70292,Woodroffe,3175
SAL41642,Woodside (SA),2701
SAL51641,Woodvale (WA),9579
SAL41643,Woodville (SA),2180
SAL41644,Woodville Gardens,2412
SAL41645,Woodville North,2721
SAL41646,Woodville Park,1852
SAL41647,Woodville South,3464
SAL41648,Woodville West,3854
SAL33141,Woody Point,4548
SAL14420,Woolgoolga,6151
SAL14422,Woollahra,7189
SAL14424,Woolloomooloo,3792
SAL33144,Woolloongabba,8687
SAL14428,Woolooware,5060
SAL33149,Wooloowin,4029
SAL33151,Woombye,3944
SAL14433,Woongarrah,5962
SAL14434,Woonona,12374
SAL33156,Woorabinda,1019
SAL22857,Woori Yallock,2964
SAL33157,Woorim,1843
SAL51646,Wooroloo,2613
SAL51647,Woorree,1295
SAL33165,Woree,5127
SAL33166,Worongary,6021
SAL14438,Woronora,2043
SAL14440,Woronora Heights,2781
SAL14441,Worrigee,5384
SAL41657,Worrolong,1293
SAL14443,Woy Woy,11072
SAL80135,Wright,3808
SAL70294,Wulagi,2510
SAL33172,Wulguru,4389
SAL33173,Wulkuraka,1325
SAL51651,Wundowie,1372
SAL22875,Wurruk,1177
SAL70295,Wurrumiyanga,1421
SAL33177,Wurtulla,6254
SAL22876,Wy Yung,1940
SAL14456,Wyee,2909
SAL14457,Wyee Point,1171
SAL22883,Wyndham Vale,20518
SAL41663,Wynn Vale,7865
SAL33188,Wynnum,14036
SAL33189,Wynnum West,12790
SAL60769,Wynyard,6296
SAL14463,Wyoming,10111
SAL14464,Wyong,4530
SAL14466,Wyongah,2020
SAL33190,Wyreema,2076
SAL22889,Yackandandah,2008
SAL14471,Yagoona,19651
SAL51660,Yakamia,3025
SAL22892,Yallambie,4161
SAL51664,Yallingup,1195
SAL22894,Yallourn North,1511
SAL51666,Yalyalup,2950
SAL33198,Yamanto,4971
SAL14476,Yamba (NSW),6405
SAL51667,Yanchep,11022
SAL33202,Yandina,3073
SAL51670,Yangebup,7631
SAL33206,Yaroomba,2043
SAL22910,Yarra Glen,3012
SAL22911,Yarra Junction,2875
SAL33207,Yarrabah,2505
SAL33208,Yarrabilba,10240
SAL22913,Yarragon,1893
SAL80136,Yarralumla,3120
SAL22915,Yarram,2136
SAL33210,Yarraman (Qld),1127
SAL22916,Yarrambat,1602
SAL14501,Yarravel,1182
SAL22917,Yarraville,15636
SAL14503,Yarrawarrah,2775
SAL22919,Yarrawonga (Vic.),8661
SAL14511,Yass,6763
SAL33214,Yatala,1405
SAL22924,Yea,1789
SAL33215,Yeerongpilly,2033
SAL14520,Yellow Rock (Blue Mountains - NSW),1119
SAL14522,Yenda (NSW),1564
SAL14524,Yennora,1675
SAL33219,Yeppoon,7037
SAL33220,Yeronga,7062
SAL14528,Yerrinbool,1196
SAL22934,Yinnar,1021
SAL51688,Yokine,12706
SAL14534,Yoogali,1334
SAL51690,York,2393
SAL33223,Yorkeys Knob,2794
SAL14536,Young,10610
SAL60775,Youngtown,4315
SAL14537,Yowie Bay,3053
SAL33230,Yungaburra,1272
SAL14542,Zetland,12622
SAL33232,Zillmere,9323
SAL33233,Zilzie,2846
SAL70303,Zuccoli,4131
